model_family,dataset,fraction_percent,seed,f1,precision,recall,roc_auc,average_precision,brier,ece,source_metrics
hef_gbdt_e5_finetuned_jina_oof,abt_buy,70,20260727,0.8668280871670703,0.8647342995169082,0.8689320388349514,0.9541503434962813,0.8864558662108671,0.02413764319194775,0.017341992741112856,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/abt_buy/fraction_070/seed_20260727/metrics.json
hef_gbdt_e5_finetuned_jina_oof,abt_buy,75,20260725,0.9027431421446384,0.9282051282051282,0.8786407766990292,0.9607505819565094,0.9090362925269047,0.02097206179676573,0.01968030845879659,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/abt_buy/fraction_075/seed_20260725/metrics.json
hef_gbdt_e5_finetuned_jina_oof,abt_buy,75,20260726,0.883495145631068,0.883495145631068,0.883495145631068,0.9778203599613922,0.9147525290808817,0.021568017463191095,0.015145539255536319,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/abt_buy/fraction_075/seed_20260726/metrics.json
hef_gbdt_e5_finetuned_jina_oof,abt_buy,75,20260727,0.9014778325123153,0.915,0.8883495145631068,0.9685530574007836,0.9133084244131264,0.018463954219802656,0.013391869401204057,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/abt_buy/fraction_075/seed_20260727/metrics.json
hef_gbdt_e5_finetuned_jina_oof,abt_buy,80,20260725,0.8571428571428571,0.9032258064516129,0.8155339805825242,0.9680250383239652,0.8837834965033923,0.024772492281016904,0.019263348179117564,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/abt_buy/fraction_080/seed_20260725/metrics.json
hef_gbdt_e5_finetuned_jina_oof,abt_buy,80,20260726,0.8904761904761904,0.8738317757009346,0.9077669902912622,0.9729006983478112,0.9276247821240414,0.019813539041061107,0.01873074844899711,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/abt_buy/fraction_080/seed_20260726/metrics.json
hef_gbdt_e5_finetuned_jina_oof,abt_buy,80,20260727,0.8784119106699751,0.8984771573604061,0.8592233009708737,0.9725955260319084,0.8863630579291766,0.022941312477430687,0.01614809483090876,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/abt_buy/fraction_080/seed_20260727/metrics.json
hef_gbdt_e5_finetuned_jina_oof,abt_buy,85,20260725,0.8939393939393939,0.9315789473684211,0.8592233009708737,0.9714670981661273,0.9129503567836795,0.020310758990623446,0.020267659358287636,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/abt_buy/fraction_085/seed_20260725/metrics.json
hef_gbdt_e5_finetuned_jina_oof,abt_buy,85,20260726,0.8900255754475703,0.9405405405405406,0.8446601941747572,0.9512788849145517,0.8854117797245395,0.01983563122936746,0.015538839334560928,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/abt_buy/fraction_085/seed_20260726/metrics.json
hef_gbdt_e5_finetuned_jina_oof,abt_buy,85,20260727,0.8827930174563591,0.9076923076923077,0.8592233009708737,0.9673522398228581,0.902341958646157,0.021983524971552593,0.020914832170065723,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/abt_buy/fraction_085/seed_20260727/metrics.json
hef_gbdt_e5_finetuned_jina_oof,abt_buy,90,20260725,0.9108433734939759,0.9043062200956937,0.9174757281553398,0.9823170385510703,0.9300544849315915,0.016992095738191482,0.011285338600006262,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/abt_buy/fraction_090/seed_20260725/metrics.json
hef_gbdt_e5_finetuned_jina_oof,abt_buy,90,20260726,0.9095354523227384,0.916256157635468,0.9029126213592233,0.9875901322886504,0.934185584090533,0.017432062484178282,0.011810027795334464,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/abt_buy/fraction_090/seed_20260726/metrics.json
hef_gbdt_e5_finetuned_jina_oof,abt_buy,90,20260727,0.8935185185185185,0.8539823008849557,0.9368932038834952,0.9805427809004712,0.9057505567021885,0.020009336969989355,0.011957483611595314,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/abt_buy/fraction_090/seed_20260727/metrics.json
hef_gbdt_e5_finetuned_jina_oof,abt_buy,95,20260725,0.8911392405063291,0.9312169312169312,0.8543689320388349,0.9674161130982798,0.9091693171505048,0.02036969919407857,0.016735128942991104,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/abt_buy/fraction_095/seed_20260725/metrics.json
hef_gbdt_e5_finetuned_jina_oof,abt_buy,95,20260726,0.8975609756097561,0.9019607843137255,0.8932038834951457,0.9841296201669222,0.924349224217257,0.01901668576814408,0.015646689562881434,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/abt_buy/fraction_095/seed_20260726/metrics.json
hef_gbdt_e5_finetuned_jina_oof,abt_buy,95,20260727,0.8939393939393939,0.9315789473684211,0.8592233009708737,0.9764052120592744,0.9170413763216173,0.02030841619310491,0.018818413981788185,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/abt_buy/fraction_095/seed_20260727/metrics.json
hef_gbdt_e5_finetuned_jina_oof,abt_buy,100,20260725,0.8904761904761904,0.8738317757009346,0.9077669902912622,0.9841651053199341,0.9198793721425416,0.01981835638817889,0.013711282207706805,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/abt_buy/fraction_100/seed_20260725/metrics.json
hef_gbdt_e5_finetuned_jina_oof,abt_buy,100,20260726,0.9051094890510949,0.9073170731707317,0.9029126213592233,0.9775024129904049,0.9278155631631674,0.018385115888883342,0.016417726294733828,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/abt_buy/fraction_100/seed_20260726/metrics.json
hef_gbdt_e5_finetuned_jina_oof,abt_buy,100,20260727,0.8762376237623762,0.8939393939393939,0.8592233009708737,0.9737154374609664,0.900825069102372,0.0237697307487768,0.01936242271327427,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/abt_buy/fraction_100/seed_20260727/metrics.json
hef_gbdt_e5_finetuned_jina_oof,amazon_google,1,20260725,0.4939759036144578,0.3813953488372093,0.7008547008547008,0.8458653482937115,0.43188423854305025,0.07890014211921302,0.06760664038694485,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/amazon_google/fraction_001/seed_20260725/metrics.json
