model_family,dataset,fraction_percent,seed_count,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std,roc_auc_mean,roc_auc_std,average_precision_mean,average_precision_std,brier_mean,brier_std,ece_mean,ece_std
hef_gbdt_e5_finetuned_jina_oof,abt_buy,70,3,0.8893739846497966,0.01963752049303486,0.8957233989842686,0.03176172982188027,0.883495145631068,0.017502676094485425,0.9669690001703288,0.012403979098856216,0.9094285965046058,0.02068045398599795,0.02070349201920402,0.002983141877660398,0.01567019681274901,0.0014956101973811128
hef_gbdt_e5_finetuned_jina_oof,abt_buy,75,3,0.8959053734293405,0.010766177019730573,0.9089000912787321,0.02297068349546967,0.883495145631068,0.004854368932038833,0.9690413331062284,0.008545357813303687,0.9123657486736376,0.0029724263233293757,0.020334677826586493,0.0016472692247534622,0.016072572371845655,0.0032450977249251635
hef_gbdt_e5_finetuned_jina_oof,abt_buy,80,3,0.8753436527630075,0.01687715712777272,0.8918449131709846,0.015779488527326923,0.86084142394822,0.0461377910336028,0.9711737542345616,0.0027311337297595654,0.8992571121855367,0.02460095643653524,0.022509114599836233,0.0025075686557031467,0.01804739715300781,0.0016662615644547618
hef_gbdt_e5_finetuned_jina_oof,abt_buy,85,3,0.8889193289477745,0.00565493264010466,0.9266039318670898,0.016979831705343746,0.8543689320388349,0.00840801362897513,0.963366074301179,0.010668089109462878,0.900234698384792,0.013889698195691424,0.0207099717305145,0.001128224264363254,0.018907110287638095,0.002934901203121447
hef_gbdt_e5_finetuned_jina_oof,abt_buy,90,3,0.9046324481117443,0.009647136243462487,0.8915148928720391,0.03304877982245009,0.9190938511326862,0.017047983418855557,0.9834833172467307,0.0036655756565758335,0.923330208574771,0.015363906242754357,0.01814449839745304,0.0016299109977566306,0.011684283335645347,0.0003532753614503743
hef_gbdt_e5_finetuned_jina_oof,abt_buy,95,3,0.8942132033518264,0.003219611642791595,0.9215855542996926,0.016996513221101274,0.8689320388349514,0.0211597036094208,0.9759836484414921,0.008364724534990261,0.9168533058964596,0.0075917008965331765,0.019898267051775855,0.0007640864292012175,0.017066744162553573,0.0016116561164703964
hef_gbdt_e5_finetuned_jina_oof,abt_buy,100,3,0.8906077677632205,0.014436382363643807,0.8916960809370201,0.016854988180955953,0.889967637540453,0.026735779355757827,0.9784609852571018,0.005290371932439682,0.9161733348026937,0.013871651919822578,0.020657734341946343,0.002788715799306105,0.016497143738571633,0.0028264071895616216
hef_gbdt_e5_finetuned_jina_oof,amazon_google,1,3,0.5354284746680334,0.04717567660362877,0.4283746051641684,0.06661810456593066,0.7236467236467237,0.039476941483051385,0.863164842280918,0.015347457712781199,0.45088723720846985,0.03664013004729323,0.07686565790244033,0.001778426290195287,0.0584125340504454,0.008975454399015427
hef_gbdt_e5_finetuned_jina_oof,amazon_google,2,3,0.6053369761911409,0.006622170680239204,0.5426273989778412,0.01065582836382019,0.6851851851851852,0.025759460569836377,0.8901328197102845,0.012349921290975154,0.4807287144859094,0.017468490299024607,0.06213891545061487,0.0009980595821371713,0.02406134149020516,0.013220354137280543
hef_gbdt_e5_finetuned_jina_oof,amazon_google,3,3,0.6048182119470034,0.007905706937770306,0.5403208032552445,0.03863820732594063,0.6923076923076923,0.052513699689933795,0.8799143223621125,0.009342466486381748,0.4782821474271148,0.024117566537960867,0.06527375815118269,0.005454392989948021,0.03189493010317308,0.02506997201576914
